Time(s) pitch(rad) yaw(rad) roll(rad) pitchspeed(rad/s) yawspeed(rad/s) rollspeed(rad/s) lat(deg) lon(deg) alt[MSL](mm) vnorth[NED](cm/s) veast[NED](cm/s) vdown[NED](cm/s) IAS(m/s) AOA() Sideslip() RCch1() RCch2() RCch3() RCch4()
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.02 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.04 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.06 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.08 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.1 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.12000000000000001 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.14 0.4187870213000581 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
0.16 0.4033003989403916 -0.021957085007552182 0.24724515512363243 -0.8653909466281087 -0.47048031628627546 1.1980956333977264 5.5492709296570535 0.010357842897524958 3.0296445546830384 31.434658448642143 0.10956824885711426 16.044148099104216 31.336609337537592 -0.15940529704415218 -0.057267742512071944 0.06713440887977351 -0.06982111683915937 0.6031 0.0
0.18 0.3897073527060626 -0.03661599049493701 0.26416759455848454 -0.7918107534472754 -0.4939441509137012 1.0601597862622651 6.179492700237874 0.012472070350799069 3.3484421812937977 31.58699736887277 0.10078189732311116 15.83528004350647 31.38057749598685 -0.17002130201282237 -0.04634854573440473 0.06671254063141913 -0.054613713265186936 0.6031 0.0
0.19999999999999998 0.3777265865287968 -0.05114637500301003 0.2786832314652743 -0.7235311270788154 -0.48290542328997316 0.9354316293605022 6.812818356804379 0.0143158726251025 3.6629517981459374 31.745045747034606 0.08259613008912071 15.615391868676525 31.426692062553343 -0.17994589642098424 -0.03574799833201693 0.06791155262050447 -0.035858132603341586 0.6031 0.0
0.21999999999999997 0.36704982258545255 -0.0648673299349971 0.2913135352527898 -0.6601753001100135 -0.4434185679676502 0.8269890067269013 7.4493549239274 0.01570141020627557 3.972961750900004 31.90808968744676 0.05503219764248701 15.385349107613262 31.468050323538456 -0.18721788241072862 -0.025736916984622625 0.0697948050830315 -0.01791158846514751 0.6031 0.0
0.23999999999999996 0.3573907703283872 -0.07725884153910936 0.30253960119555534 -0.6021903233732117 -0.38201896268746766 0.7349459711438743 8.089185322132417 0.01645006374359524 4.278292287696508 32.074437481267616 0.018991213107518723 15.147478316883426 31.51578031279649 -0.19373107482275823 -0.016739351149772222 0.07148588580903473 -0.001271221868157868 0.6031 0.0
0.25999999999999995 0.34850408429092616 -0.0879579202635721 0.31277358974194575 -0.5484505742045958 -0.30569517982396976 0.6585473350169636 8.73236878402999 0.016398872754187135 4.578795335215401 32.24340774246086 -0.024871591473621057 14.902621538636494 31.552490063725077 -0.19851861072419913 -0.008747530748429292 0.07250306882645242 0.012674548141057063 0.6031 0.0
0.27999999999999997 0.3401963738520715 -0.0967437371485853 0.32234582056019306 -0.4986889833865663 -0.2205656139067004 0.5955415510204023 9.378947289332398 0.015402351213527383 4.8743472867532045 32.413958560319294 -0.07546395225572855 14.65238561045031 31.59961633053194 -0.20192872730560193 -0.002339304206489275 0.07253508112804417 0.02448809661085094 0.6031 0.0
0.3 0.33232390453085076 -0.1035291004947382 0.3315089952599878 -0.4522540813133664 -0.13325090936436954 0.544917676973707 10.028944018513348 0.013337913029909273 5.164851657247537 32.585250587383015 -0.13159116967495565 14.397877180239687 31.65611500293051 -0.2025939231952664 0.002608985473976399 0.07153043045776121 0.03389004611118973 0.6031 0.0
0.32 0.324788484490512 -0.10834891231497679 0.3404454687472386 -0.4092884918871533 -0.049030779364816146 0.5044762517600458 10.682358816977887 0.010111965478223595 5.450243857336504 32.75579074029648 -0.19154794988587523 14.14118093059177 31.688960503347822 -0.20143952362409853 0.005792180690754537 0.06936292137091991 0.041196927725511645 0.6031 0.0
0.34 0.31753375713236026 -0.11134400796219728 0.34927106313702916 -0.3693143576272499 0.02679282942003003 0.47281185276511895 11.339168420628427 0.005663973252747133 5.730497123153165 32.924759102075996 -0.25373651231990024 13.883994869347681 31.74941370085176 -0.2008188668852045 0.007227477374301042 0.06611865683996049 0.045939191195793705 0.6031 0.0
0.36000000000000004 0.31055828146273706 -0.11274076371263068 0.35805096805941783 -0.3308850218172717 0.09013221664612765 0.4484656029864946 11.999344291705102 -4.489022760439422e-05 6.005596337309198 33.0924442084725 -0.3175880112024427 13.625786696306758 31.7935493196967 -0.20040577485893946 0.006312881841195512 0.06185308066510817 0.048494097955066595 0.6031 0.0
0.38000000000000006 0.3039147577105015 -0.11284774415681006 0.36681770313870693 -0.29379383558955274 0.13583614605107358 0.4315363906437165 12.662864577540095 -0.00703954901961476 6.275519912709754 33.25922766052716 -0.3822809632395661 13.36644256363926 31.845693860013927 -0.19844957415154624 0.004161137374961229 0.05667800772015804 0.05052977362294664 0.6031 0.0
0.4000000000000001 0.29768144549275405 -0.11203327247818073 0.37555939442102093 -0.2587945529637766 0.1627069742990948 0.4185537660954656 13.329704769485536 -0.01532566668152217 6.5402558089145355 33.42446360133406 -0.4467080940915225 13.107032216257256 31.907381252721724 -0.19538563396046635 0.0010164667120795298 0.05054919823230699 0.05243580572210854 0.6031 0.0
